Date,close,high,low,open,volumefrom,volumeto,HT_DCPERIOD,HT_DCPHASE,HT_PHASOR_inphase,HT_PHASOR_quadrature,HT_SINE_sine,HT_SINE_leadsine,HT_TRENDMODE,ADX,ADXR,APO,AROON_down,AROON_up,AROONOSC,BOP,CCI,CMO,DX,MACD,MACD_signal,MACD_hist,MFI,MINUS_DI,MINUS_DM,MOM,PPO,ROC,RSI,STOCH_k,STOCH_d,STOCHF_k,STOCHF_d,STOCHRSI_K,STOCHRSI_D,TRIX,ULTOSC,WILLR,BBANDS_upper,BBANDS_middle,BBANDS_lower,DEMA,EMA,HT_TRENDLINE,KAMA,MA,MIDPOINT,WMA,SMA,CDL2CROWS,CDL3BLACKCROWS,CDL3INSIDE,CDL3LINESTRIKE,WCLPRICE,BETA,CORREL,STDDEV,TSF,VAR,ATR,NATR,TRANGE,AD,ADOSC,OBV
2020-08-16 20:12:00+00:00,2.919,2.919,2.891,2.891,44116.18,128766.6,21.384129501210953,126.99035456273963,0.01032193556091308,0.015369314076135149,0.7987368110623907,0.13933980530674409,1,22.177046761327713,24.158567344006777,0.023500000000002075,20.0,100.0,92.3076923076923,1.0,158.24081115336162,35.75476384143473,54.9466442957193,0.019056132546006577,0.004593059865596288,0.014463072680410288,75.27777077205108,13.398541141981202,0.055885200176938765,0.07600000000000007,0.3015826285125484,4.249999999999998,64.22985752246022,42.160590914754216,38.088704337070844,100.0,39.41458826160504,100.0,78.8832015873945,0.15089001965129523,60.67916570084992,-32.85714285714284,2.9134190681536754,2.855583333333335,2.7977475985129945,2.882633171087281,2.878372823376405,2.837388208168644,2.877744647845496,2.883800000000001,2.8495,2.8610833333333567,2.8470666666666684,0,0,0,0,2.912,0.35024619003582774,0.9177525904827494,0.032740609340692436,2.8791631578947365,0.0010719474999998369,0.02318896962063723,0.8046518324227245,0.028000000000000025,3574573.9030469954,36242.4213244156,4428030.0189999975
2020-08-16 20:13:00+00:00,2.907,2.928,2.905,2.919,25639.73,74818.93,21.009740314450074,138.59067175176565,0.012910075450770752,0.03682406515232074,0.6614339811254752,-0.0626280313183863,1,24.535048098177672,24.206247328691276,0.029100000000001902,13.333333333333334,100.0,100.0,-0.52173913043478,129.3072824156338,28.305443777591314,58.02541230901161,0.018521198221437274,0.005919549232819239,0.012601648988618035,74.32588538291974,12.05457557110924,0.05189340016430028,0.06400000000000006,0.4606503117675875,2.6120720084715776,62.31005430775068,44.51559037746643,38.87946115343386,86.00000000000006,45.52326905449637,76.1886298300256,78.39327944969106,0.14791670756484354,59.98621505346199,-26.704545454545517,2.9242326642622056,2.861750000000002,2.7992673357377984,2.888189168845265,2.8855296175323035,2.8405448051948055,2.8828349261383446,2.8968000000000007,2.8495,2.869100000000024,2.8464666666666685,0,0,0,0,2.91175,0.36044820814103995,0.9392329154984477,0.035807645831597006,2.8927368421052626,0.0012821875000010863,0.023161973960546218,0.8071344217061701,0.02300000000000013,3553393.2565252567,36662.56773743499,4402390.288999997
2020-08-16 20:14:00+00:00,2.909,2.909,2.893,2.907,38408.24,111166.78,20.948923390921976,149.1401220602699,0.03715618416536314,0.05306428409656705,0.5129402559017706,-0.24429411657006592,1,25.748285417957543,23.85688141258637,0.026300000000002655,6.666666666666667,93.33333333333334,92.3076923076923,0.12499999999998612,88.40996168582384,29.004681262591582,43.49788959998705,0.017409949303706096,0.007013873049094178,0.010396076254611919,66.65998584774749,16.583700581196247,0.06018672872399313,0.05999999999999961,0.6064526927571192,2.755210173083711,62.504623907982236,47.159847732033995,40.31153085543979,87.33333333333324,51.01306497286372,78.5800202171489,78.42723231650157,0.14530792330054165,61.76773032947425,-25.56818181818201,2.932779708920117,2.868250000000002,2.803720291079887,2.893379426326101,2.8913972131492276,2.8437132034632038,2.88443105003386,2.900800000000001,2.8495,2.876441666666691,2.8464666666666685,0,0,0,0,2.905,0.3823143094685071,0.9459196321437287,0.03853164284067594,2.9063947368421035,0.0014846875000014137,0.02213883482332533,0.7937513838792867,0.016000000000000014,3591801.496525257,39664.12429880537,4440798.528999997
2020-08-16 20:15:00+00:00,2.915,2.917,2.906,2.909,28118.12,81911.38,21.190668202865275,159.01735609331467,0.050198985801847805,0.00782285844680762,0.35808513201575254,-0.4070133564897433,1,27.1250117043929,23.58206617724438,0.0255000000000023,0.0,86.66666666666667,53.84615384615385,0.5454545454545822,92.16438589759979,31.173388108899267,47.10022920364639,0.016657755996840162,0.007932338091736652,0.00872541790510351,67.87521396456587,15.719680097713502,0.055887676672279334,0.08099999999999996,0.7425914708219267,2.8944581715495854,63.09991159982095,50.45933916026047,42.48608247002114,91.33333333333339,55.666126197353506,85.85313289679988,79.777396058374,0.1430458740616425,59.96517681842819,-22.15909090909097,2.9405939346804346,2.8750833333333357,2.8095727319862367,2.898735814292884,2.897297909861921,2.846866666666667,2.8900768093071236,2.908200000000001,2.8495,2.883458333333358,2.8467000000000016,0,0,0,0,2.91325,0.37661430046243427,0.9502562072553338,0.04114681032598625,2.9185684210526346,0.0016930600000026885,0.020547572705707378,0.7713796353068957,0.010999999999999677,3609694.845616167,42748.43882961618,4468916.648999997
2020-08-16 20:16:00+00:00,2.907,2.916,2.907,2.915,17161.43,49972.58,21.780520113159653,162.69813799702968,0.038988766814633126,-0.001374181029661989,0.2974059018159912,-0.46481327188405186,1,28.387010800291975,23.513770711580108,0.02150000000000274,0.0,80.0,53.84615384615385,-0.8888888888888998,76.47058823529565,25.661543723238083,47.10022920364639,0.014025786556923325,0.008512666516992526,0.0055131200399308,62.93556352992137,15.008800749817283,0.05189569976711653,0.06999999999999984,0.8372205878709515,2.323125659978875,61.73855115991928,53.31694792424889,44.92045601066851,86.00000000000006,60.00626225177528,69.28264968559756,77.86926035423282,0.14097568460089693,58.80533805633527,-26.704545454545517,2.9447937080573507,2.8805833333333353,2.81637295860932,2.902492087989963,2.8997234323964407,2.849779220779221,2.8910238348933595,2.911400000000001,2.8495,2.8885166666666913,2.8481666666666685,0,0,0,0,2.90925,0.349131060591695,0.9523270228707075,0.042769264665243986,2.92821052631579,0.0018292100000056877,0.018897919462034878,0.7503072084876575,0.008999999999999897,3592533.415616167,42805.56190082943,4451755.218999998
2020-08-16 20:17:00+00:00,2.9,2.912,2.9,2.907,63023.97,183045.3,22.387911214362624,171.98795234362564,0.04796942002810699,-0.0060753503860999395,0.13938132280715862,-0.60164707974529,1,28.933388790328582,23.173361548069185,0.011900000000002464,26.666666666666668,73.33333333333334,53.84615384615385,-0.5833333333333426,55.367633124882424,20.875440957853964,37.621924946978126,0.010679513131700347,0.008719032861250413,0.001960480270449934,60.282763772343415,17.729117928050584,0.055188864069465465,0.09499999999999975,0.8879758804720297,2.3649841157783236,60.547911451287995,57.25809360890014,47.76132586509993,81.3333333333333,63.94503776197935,53.55290583797986,73.44810498764137,0.1389793608441936,56.791219314389494,-21.290322580645135,2.944211668365388,2.8861666666666683,2.8281216649679486,2.9049239899954613,2.8997925742973303,2.8526993506493503,2.892398914060858,2.907600000000001,2.8495,2.892083333333358,2.850100000000002,0,0,0,0,2.9029999999999996,0.3498423497069208,0.9561419605128921,0.042303043625825335,2.931642105263154,0.0017895475000084815,0.017912502396029897,0.7352020352827378,0.01200000000000001,3529509.4456161666,36650.00518037146,4388731.248999998
2020-08-16 20:18:00+00:00,2.902,2.903,2.9,2.9,26302.56,76357.26,22.624005099784757,176.1971132600345,0.03802018264925252,-0.048311979810560235,0.06632417266402858,-0.6586515502742459,1,29.434235281195473,22.754046526372136,0.004900000000002347,20.0,66.66666666666667,53.84615384615385,0.666666666666716,43.62511632999582,21.79197288531646,37.621924946978105,0.008510060164506061,0.008699130699655713,-0.00018907053514965154,65.10593615172682,17.42519682990152,0.05124680235021793,0.10600000000000032,0.9181078319071035,2.3633156966490265,60.7730599643527,61.79443446103047,50.952120596956476,82.66666666666679,67.70694252388411,51.58521096136161,69.47303334649959,0.13704820312128163,56.51377743230945,-18.42105263157895,2.941302161069343,2.891750000000002,2.8421978389306606,2.9072814651532575,2.9003444307229977,2.855238932806324,2.8927273202655335,2.906600000000001,2.8495,2.8953250000000255,2.8533666666666684,0,0,0,0,2.90175,0.3392717005443922,0.9509646078129201,0.04068080013974045,2.9329315789473656,0.0016549275000095065,0.015782144910882784,0.7031294304631092,0.0030000000000001137,3538276.9656161694,32217.754877688363,4415033.808999998
2020-08-16 20:19:00+00:00,2.899,2.906,2.899,2.902,19282.52,55942.37,22.677874133757324,185.77660979275663,0.019685922359494866,-0.040517952834465014,-0.10065014252386219,-0.7746864069404762,1,30.03207622395702,22.528777660447844,0.0019000000000026773,13.333333333333334,60.0,53.84615384615385,-0.42857142857143765,34.45057565229324,19.554902606362084,39.67842243297124,0.00635641550576338,0.008476014966904062,-0.0021195994611406827,60.04185584843966,16.68371459761436,0.04758631646805951,0.11900000000000022,0.925414892207919,2.0056298381421422,60.23593570113778,65.97697414357016,54.3544610582159,80.66666666666671,71.59809898646914,44.257060183345274,64.88831095319881,0.1351262548753729,56.62810758958376,-19.333333333333286,2.9359672860308645,2.896500000000002,2.857032713969139,2.9089479695727096,2.900008323042248,2.85778162055336,2.893277325174599,2.904600000000001,2.8594999999999997,2.8976166666666923,2.8559000000000023,0,0,0,0,2.90075,0.28677632840374395,0.9419527160242784,0.03638419986763069,2.9300947368421064,0.0013238100000076969,0.01452755278075669,0.6807373324745589,0.007000000000000117,3518994.4456161694,26709.372967429925,4395751.288999998
2020-08-16 20:20:00+00:00,2.903,2.906,2.899,2.899,28739.98,83497.74,22.762763850489748,193.8771810914886,0.015062167976025723,-0.03465767052735522,-0.2398414209533142,-0.8560612995070842,1,30.580097088155103,22.292508958464786,-0.002999999999997005,6.666666666666667,53.333333333333336,38.46153846153846,0.5714285714285624,30.14699169177428,21.622081712790767,39.678422432971225,0.00540252354003945,0.008183301497678862,-0.002780777957639412,64.76752455237475,15.930514530745278,0.04418729386319812,0.1030000000000002,0.9243362389362717,2.146375791695987,60.71813137475927,70.38173604833206,58.04962472548242,83.33333333333339,75.23716825053842,11.37522703803932,55.158659332260726,0.1332363873814968,55.58886657926925,-16.666666666666618,2.9234535312182444,2.901583333333335,2.879713135448426,2.910864450674134,2.900756242281686,2.8609982213438734,2.89457682940609,2.9022000000000014,2.875,2.899925000000026,2.8582000000000023,0,0,0,0,2.90275,0.29076182397473344,0.9282627432342399,0.033221190526648944,2.9284947368421004,0.0011036475000079093,0.013452188097791465,0.6578658802967825,0.007000000000000117,3523100.1570447404,22524.712491445243,4424491.268999998
2020-08-16 20:21:00+00:00,2.903,2.904,2.901,2.903,14907.5,43279.09,22.82710784418036,200.5104727155529,0.002556471484331846,-0.04110318653874435,-0.35037858350582607,-0.9100370547029167,1,31.082449547003346,23.227012008370412,-0.004999999999997229,0.0,46.66666666666667,38.46153846153846,0.0,13.978494623654411,21.62208171279076,39.67842243297124,0.004554793162369286,0.007837729275268426,-0.00328293611289914,57.134677980527826,15.595247706642867,0.0410310585872554,0.06999999999999984,0.9070545370827063,0.48459674627898686,60.718131374759274,72.92141858801462,61.72984913347965,83.33333333333339,78.59214660551677,11.37522703803932,47.19803527876592,0.13135854667167823,55.749437570303925,-16.666666666666618,2.923262191495815,2.9027500000000024,2.8822378085041898,2.9125088864739275,2.9013171817112644,2.8648782608695655,2.894966385220353,2.9014000000000015,2.875,2.9016500000000263,2.8599666666666694,0,0,0,0,2.90275,0.24305819395058337,0.9224957131462115,0.032237361864899866,2.9290894736842046,0.0010392475000085,0.011959018369535557,0.6301396548317196,0.0030000000000001137,3528069.3237114083,19467.169383108616,4424491.268999998
